COMMIT_CD,EVENT_ID,EVENT_NAME,EVENT_START_TS_PT,LOB,SUB_LOB,GEO,SALES_ORG_CD,COUNTRY,PROGRAM_CD,AOS_ORDERS_PLACED,AOS_ORDERS_CANCELLED,SAP_ORDERS_INDUCTED
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPhone Cases AB,AMR,US,USA,R991C,W1329571981,,AEH7021250
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1418890060,,AEH7054220
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPhone Cases AB,Europe,Western Europe,Spain,R995,W1372497892,,AEH8146546
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,US,USA,J713,W1563430769,,AEH6920082
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,Europe,Western Europe,Germany,J713,W1434420470,,AEH6879741
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPad Cases AB,Europe,Western Europe,France,R195B,W1349053281,,AEH7136849
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1596341795,,AEH6998874
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1318738216,,AEH7285060
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,Canada,Canada,B768M,W1711427222,,AEH7421089
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPhone,iPhone 16e,AMR,US,USA,V59,W1338438840,,AEH8056971
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPhone,iPhone 16e,Europe,Western Europe,France,V59,W1439932260,,AEH7170749
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1478622558,,AEH7083039
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,Canada,Canada,B768M,W1385845763,,AEH7997018
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,US,USA,J715,W1345444874,,AEH8065500
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPhone Cases AB,AMR,US,USA,R995,W1706893199,,AEH7267844
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1359562854,,AEH8229854
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,Europe,Western Europe,Germany,B768M,W1370657974,,AEH7683942
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPad Cases AB,AMR,Canada,Canada,R195B,W1341745308,,AEH7976015
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,App-Enabled Accys 3PP,AMR,US,USA,,W1708481695,,AEH6955183
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPhone Cases AB,Europe,Western Europe,Germany,R735NP,W1345181269,,AEH8157605
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,App-Enabled Accys AB,AMR,US,USA,R494B,W1793591716,,AEH7151949
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,Canada,Canada,B768M,W1372505409,,AEH8013623
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,App-Enabled Accys AB,Europe,Western Europe,Austria,B389,W1471066464,,AEH6926947
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,Europe,Western Europe,France,B768M,W1428549186,,AEH7401640
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1386045141,,AEH7177435
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,R.PAC,South Asia,Malaysia,J713,W1337005566,W1337005566,
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1352599743,,AEH7206383
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1415487051,,AEH7171418
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,App-Enabled Accys AB,AMR,US,USA,R494B,W1580154080,,AEH7164986
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,Canada,Canada,J713,W1396927260,W1396927260,
24,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPad,iPad Air,Greater China,Greater China,Taiwan,J607,W1411911834,,AEH7671212
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,US,USA,J713,W1383558785,,AEH7009973
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPhone Cases AB,AMR,US,USA,R995,W1545158119,,AEH7108062
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPhone Cases AB,AMR,US,USA,R995,W1418662141,,AEH7066586
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,US,USA,J713,W1311668838,,AEH7736084
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,Canada,Canada,B768M,W1423198717,,AEH7205007
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,Greater China,Greater China,China mainland,B768M,W1387511106,,AEH7867521
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,US,USA,J715,W1386410594,,AEH6886315
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,App-Enabled Accys AB,AMR,US,USA,B389,W1408300923,,AEH7542573
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,Europe,IMMEA,Turkiye,B768M,W1424175858,,AEH7594204
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPhone Cases AB,AMR,US,USA,R1050,W1555729558,,AEH6789622
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,Band Accessories AB,AMR,US,USA,B506X,W1398560230,,AEH7809799
24,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPad,iPad Air,Greater China,Greater China,China mainland,J607,W1360239417,,AEH6866539
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,US,USA,J713,W1434287564,,AEH7691611
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPad Keyboard,AMR,Canada,Canada,R428,W1571470987,,AEH7068378
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPad,iPad Pro 13in,AMR,US,USA,J720,W1335160170,,AEH7384871
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1391107349,,AEH6994318
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,US,USA,J713,W1312792356,,AEH7976792
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1482569593,,AEH7586588
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,Canada,Canada,B768M,W1379541244,,AEH7936599
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPad,iPad Pro 11in,AMR,US,USA,J717,W1465706152,,AEH7142694
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPad,iPad Air,AMR,US,USA,J607,W1469398325,,AEH6969675
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,Europe,Western Europe,France,J713,W1321127003,W1321127003,
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,App-Enabled Accys AB,AMR,US,USA,B389,W1745717898,,AEH7442131
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1443013098,,AEH7019624
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,Europe,Western Europe,France,J715,W1307570006,W1307570006,
24,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,R.PAC,South Asia,Thailand,J713,W1421082645,,AEH7009350
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPad,iPad Air,Europe,Western Europe,Germany,J607,W1418841910,,AEH7694366
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1555865860,,AEH7138828
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPhone Cases AB,Europe,Western Europe,France,R695,W1311266017,,AEH7832391
24,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,R.PAC,South Asia,Singapore,B768M,W1335430471,,AEH7787375
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1323587213,,AEH7401246
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,Europe,Western Europe,Germany,B768M,W1591609279,W1591609279,
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPhone Cases AB,Europe,Western Europe,Germany,R991,W1349320186,W1349320186,
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1372592796,,AEH7352238
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,Europe,Western Europe,France,B768M,W1302694217,,AEH7893693
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1391587938,,AEH7176920
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,US,USA,J713,W1430654131,,AEH7087554
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1358062206,,AEH8031413
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,Canada,Canada,J713,W1563189561,,AEH7079305
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPhone,iPhone 16 Pro/Pro Max,Europe,Western Europe,France,D93,W1374158435,W1374158435,
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPhone,iPhone 16e,AMR,US,USA,V59,W1396048550,,AEH7975590
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPad Keyboard,R.PAC,ANZ,Australia,R428,W1468609325,,AEH7068728
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPhone Cases AB,Europe,Western Europe,Italy,R1050,W1718154465,,AEH7621655
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPad Keyboard,AMR,US,USA,R428,W1341355065,,AEH7991723
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPad,iPad Air,AMR,Canada,Canada,J607,W1599336901,,AEH7230378
24,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPad,iPad Air,Greater China,Greater China,Taiwan,J607,W1382725514,,AEH7822383
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,Canada,Canada,B768M,W1300384242,,AEH7898173
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1320872905,,AEH7459130
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,Europe,IMMEA,UAE,B768M,W1537292909,,AEH7005938
24,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,R.PAC,South Asia,Malaysia,B768M,W1321632421,W1321632421,
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,App-Enabled Accys AB,Europe,Western Europe,France,B389,W1351215895,,AEH7861048
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,Canada,Canada,B768M,W1341137477,,AEH7536652
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,Band Accessories AB,Europe,Western Europe,Germany,B721C,W1499211044,,AEH7521577
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPhone Cases AB,AMR,US,USA,R995,W1543033967,,AEH7017126
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1523913298,,AEH7192503
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,Europe,Western Europe,France,J713,W1396036092,W1396036092,
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPhone Cases AB,Europe,Western Europe,Germany,R981,W1318537872,,AEH6976522
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,Mac Studio,Europe,Western Europe,Germany,J575,W1401546342,,AEH7117836
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,Canada,Canada,J713,W1341842767,,AEH7939277
24,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,Greater China,Greater China,Hong Kong,B768M,W1459660635,,AEH7667942
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,US,USA,J713,W1352512326,,AEH7429981
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPhone Cases AB,AMR,US,USA,R1050,W1322357627,,AEH7798675
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPhone Cases AB,Greater China,Greater China,China mainland,R995,W1429455921,W1429455921,
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,Band Accessories AB,Japan,Japan,Japan,B506X,W1378177878,,AEH7967244
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPad Keyboard,AMR,US,USA,R428,W1513024827,,AEH7175778
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPhone Cases AB,Europe,Western Europe,Spain,R735NP,W1739896292,,AEH7602450
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPhone Accys 3PP,AMR,US,USA,,W1315617960,,AEH8056983
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1385247065,,AEH6994239
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,Canada,Canada,J713,W1313514519,,AEH7700278
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPhone,iPhone 16e,Europe,Western Europe,Germany,V59,W1431740057,W1431740057,
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,Europe,Western Europe,UK,B768M,W1364961858,,
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,US,USA,J713,W1301351553,,AEH7940791
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1318897423,,AEH7110307
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1359467987,,AEH6938540
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPhone,iPhone 16e,AMR,US,USA,V59,W1531425593,,AEH7158950
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPad,iPad Air,Europe,Western Europe,UK,J607,W1477464862,,AEH7766243
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1312792356,,AEH7976792
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPhone,iPhone 16/Plus,AMR,Canada,Canada,D47,W1379354649,W1379354649,
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,Canada,Canada,B768M,W1398621285,,AEH7719321
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,Band Accessories AB,Greater China,Greater China,Taiwan,B506X,W1366495963,,AEH7839456
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1379783004,,AEH7056847
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,US,USA,J715,W1435556501,,AEH5515828
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,Canada,Canada,J713,W1566552237,,AEH6958184
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPad,iPad Air,AMR,US,USA,J607,W1596274950,,AEH7147753
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,Band Accessories AB,AMR,US,USA,B721C,W1381998879,,AEH6945031
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPad,iPad Air,AMR,US,USA,J607,W1394831449,,AEH8007121
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1408829006,,AEH7746170
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPad Cases AB,AMR,US,USA,R195B,W1437056909,,AEH6919238
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,ALAC,Mexico,J713,W1359755501,,AEH7965659
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPad Keyboard,AMR,US,USA,R428,W1444243114,,AEH6879421
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1365533888,,AEH6920383
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1383278150,,AEH8039623
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPad,iPad Pro 13in,AMR,US,USA,J720,W1384407340,,AEH7496724
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,Europe,Western Europe,UK,B768M,W1369534939,,AEH7987817
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1334534285,,AEH7043204
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,US,USA,J713,W1344199109,,AEH7161503
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1370260109,,AEH7989386
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPad,iPad Air,AMR,Canada,Canada,J607,W1320722307,,AEH8012230
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,US,USA,J713,W1401042051,,AEH6987295
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,Europe,Western Europe,France,B768M,W1580619930,,AEH7136786
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,App-Enabled Accys AB,AMR,ALAC,Mexico,R494B,W1526380551,,AEH7074268
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,Europe,Western Europe,UK,J713,W1362835108,,AEH7068820
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,Europe,Western Europe,UK,B768M,W1350965231,,AEH8242575
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,Canada,Canada,B768M,W1550978527,,AEH7230787
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPhone Cases AB,Europe,Western Europe,Germany,R991,W1556452167,,AEH7172499
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1399658718,,AEH7794125
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,App-Enabled Accys AB,AMR,US,USA,B389,W1500601190,,AEH6599666
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,Europe,Western Europe,Germany,J713,W1378444628,,AEH7946648
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPad Keyboard,AMR,US,USA,R428,W1311940173,,AEH8024625
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,Canada,Canada,B768M,W1369851363,,AEH7909824
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,App-Enabled Accys AB,Europe,Western Europe,Germany,R494B,W1778157373,,AEH6956365
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,Canada,Canada,B768M,W1340941540,,AEH7977867
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPhone,iPhone 16 Pro/Pro Max,Japan,Japan,Japan,D93,W1334552327,,AEH7811531
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPhone,iPhone 16/Plus,AMR,Canada,Canada,D47,W1328023418,W1328023418,
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPhone,iPhone 16/Plus,AMR,US,USA,D47,W1549365572,,AEH7098877
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,US,USA,J713,W1319125352,,AEH7188507
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPad,iPad Air,AMR,US,USA,J607,W1333151394,,AEH6993353
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1337404758,,AEH7750986
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1332124906,,AEH7093944
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,Canada,Canada,B768M,W1442103886,,AEH7024064
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,US,USA,J715,W1309614213,,AEH7837741
9006,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,Band Accessories AB,Greater China,Greater China,China mainland,B721C,W1316616715,W1316616715,
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPhone Accys 3PP,AMR,US,USA,,W1558564179,,AEH7048398
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPhone Accys 3PP,AMR,US,USA,,W1360255298,,AEH7760467
24,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,Greater China,Greater China,Taiwan,B768M,W1482983985,,AEH7084673
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,US,USA,J713,W1369579841,,AEH6884175
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,Canada,Canada,B768M,W1583112017,,AEH7233701
24,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPad,iPad Air,R.PAC,South Asia,Thailand,J607,W1533505942,,AEH6893063
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,US,USA,J713,W1721210184,,AEH6923911
24,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,App-Enabled Accys AB,AMR,US,USA,B389,W1355583979,,AEH7166398
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1576847300,,AEH7153829
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,Europe,Western Europe,France,B768M,W1442600117,,AEH7322892
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,US,USA,J713,W1793246819,,AEH6932632
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPhone,iPhone 16e,AMR,Canada,Canada,V59,W1573481019,,AEH7013725
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1514276770,,AEH7020979
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,Europe,Western Europe,UK,B768M,W1396283904,,AEH7861952
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,App-Enabled Accys AB,AMR,US,USA,R494B,W1316871244,,AEH7072235
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPad,iPad Air,AMR,US,USA,J607,W1346115918,,AEH6888444
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,App-Enabled Accys AB,Europe,Western Europe,France,B389,W1350416508,,AEH7149252
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPhone Cases AB,AMR,Canada,Canada,R991,W1356247520,,AEH8006254
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,Europe,Western Europe,UK,B768M,W1549430768,,AEH7096538
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1568966971,,AEH6864320
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPhone,iPhone 16 Pro/Pro Max,Europe,Western Europe,Germany,D93,W1488492306,,AEH7591904
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,App-Enabled Accys AB,AMR,US,USA,B389,W1347478830,,AEH7192509
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1567762240,,AEH6866875
680,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPad Keyboard,Europe,Western Europe,France,R428,W1391196413,W1391196413,
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPad,iPad Air,AMR,Canada,Canada,J607,W1333688114,,AEH6907207
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPhone,iPhone 16e,Europe,Western Europe,France,V59,W1321203746,W1321203746,
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPad,iPad Air,AMR,Canada,Canada,J607,W1433671541,,AEH7195692
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPhone,iPhone 16e,AMR,US,USA,V59,W1355423626,,AEH7420464
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,US,USA,B768M,W1300554367,,AEH7765696
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPhone,iPhone 16e,AMR,Canada,Canada,V59,W1707467002,,AEH7054161
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,Europe,Western Europe,France,B768M,W1333429600,,AEH7400622
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPad,iPad Pro 13in,AMR,US,USA,J720,W1350998268,,AEH7467065
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,AirPods,AirPods Non-Pro,AMR,Canada,Canada,B768M,W1438152868,,AEH7569981
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,iPad Cases AB,AMR,US,USA,R195B,W1385984236,,AEH6851247
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Accessories,App-Enabled Accys AB,AMR,US,USA,B389,W1302866981,,AEH7674394
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,Mac,MacBook Air,AMR,US,USA,J715,W1450243750,,AEH7204129
0,11,DOUYIN Test Event,2025-08-22 19:00:00.000,iPad,iPad Air,Europe,Western Europe,Germany,J607,W1360419384,W1360419384,
